Rank,Name,Net Worth,Age,Country,Source,Industry
970.0,Sheldon Lavin,$3 B,89.0,United States,meat processing,Food & Beverage
971.0,Donald Trump,$3 B,75.0,United States,real estate,Real Estate
972.0,Li Min,$3 B,56.0,China,semiconductor,Technology
973.0,Tsai Ming-kai,$3 B,71.0,Taiwan,semiconductors,Technology
974.0,William Ackman,$3 B,55.0,United States,hedge funds,Finance & Investments
975.0,Liang Yunchao,$3 B,53.0,China,nutritional supplements,Food & Beverage
976.0,John Tyson & family,$3 B,68.0,United States,food processing,Food & Beverage
977.0,Markus Blocher,$3 B,51.0,Switzerland,chemicals,Manufacturing
978.0,Joseph Liemandt,$3 B,53.0,United States,software,Technology
979.0,Rufino Vigil Gonzalez,$3 B,73.0,Mexico,steel,Metals & Mining
980.0,Eva Maria Bucher-Haefner,$3 B,65.0,Switzerland,"software, investments",Technology
981.0,Masahiro Miki,$3 B,66.0,Japan,shoes,Fashion & Retail
982.0,Wang Yusuo & family,$3 B,58.0,China,natural gas distribution,Energy
983.0,Pan Laican,$3 B,,China,soy sauce,Food & Beverage
984.0,Zhigang Wu & family,$3 B,87.0,China,bakery chain,Food & Beverage
985.0,Cao Longxiang & family,$2.9 B,64.0,China,pharmaceuticals,Healthcare
986.0,Benjamin Otto,$2.9 B,,Germany,retail,Fashion & Retail
987.0,Ye Fan & family,$2.9 B,51.0,China,auto dealerships,Automotive
988.0,Deng Wen,$2.9 B,54.0,China,flavorings,Food & Beverage
989.0,Roger Penske,$2.9 B,85.0,United States,cars,Automotive
990.0,Yoo Jung-hyun,$2.9 B,52.0,South Korea,online games,Media & Entertainment
991.0,Daniel Dines,$2.9 B,50.0,Romania,software,Technology
992.0,Olivier Pomel,$2.9 B,45.0,France,cloud computing,Technology
993.0,Fenggang Zhao,$2.9 B,56.0,China,batteries,Energy
994.0,Joseph Edelman,$2.9 B,66.0,United States,hedge funds,Finance & Investments
995.0,Jean Salata,$2.9 B,56.0,Chile,finance,Finance & Investments
996.0,Zheng Xiaodong,$2.9 B,58.0,China,manufacturing,Manufacturing
997.0,N. Murray Edwards,$2.9 B,62.0,Canada,oil & gas,Energy
998.0,Arnout Schuijff,$2.9 B,54.0,Netherlands,payments software,Technology
999.0,Zhou Jianping,$2.9 B,61.0,China,fashion retail,Fashion & Retail
1000.0,Jane Goldman,$2.9 B,66.0,United States,real estate,Real Estate
1001.0,Hua Shen,$2.9 B,59.0,United States,semiconductors,Technology
1002.0,Guo Zhenyu & family,$2.9 B,58.0,Canada,cosmetics,Fashion & Retail
1003.0,Martua Sitorus,$2.9 B,62.0,Indonesia,palm oil,Manufacturing
1004.0,Juan Abello,$2.9 B,80.0,Spain,investments,Finance & Investments
1005.0,Stewart Horejsi & family,$2.9 B,84.0,United States,Berkshire Hathaway,Finance & Investments
1006.0,Zygmunt Solorz-Zak,$2.9 B,65.0,Poland,TV broadcasting,Media & Entertainment
1007.0,John Armitage,$2.9 B,62.0,Ireland,hedge funds,Finance & Investments
1008.0,Zhenda Huang & family,$2.9 B,74.0,China,construction,Construction & Engineering
1009.0,Warren Stephens,$2.9 B,65.0,United States,investment banking,Finance & Investments
1010.0,Bang Si-hyuk,$2.9 B,49.0,South Korea,entertainment,Media & Entertainment
1011.0,"Jeremy Jacobs, Sr. & family",$2.9 B,82.0,United States,food service,Service
1012.0,Tang Jinkui & family,$2.9 B,66.0,China,"textiles, petrochemicals",Manufacturing
1013.0,Miriam Baumann-Blocher,$2.9 B,47.0,Switzerland,chemicals,Manufacturing
1014.0,Hamilton James & family,$2.9 B,70.0,United States,investments,Finance & Investments
1015.0,Alan Trefler,$2.9 B,66.0,United States,software,Technology
1016.0,Riley Bechtel & family,$2.9 B,70.0,United States,"engineering, construction",Construction & Engineering
1017.0,Valentin Kipyatkov,$2.9 B,45.0,Cyprus,software,Technology
1018.0,Masateru Uno & family,$2.9 B,75.0,Japan,drugstores,Fashion & Retail
1019.0,Nicolas Berggruen,$2.9 B,60.0,United States,"real estate, investments",Real Estate
1020.0,Martin Lorentzon,$2.9 B,53.0,Sweden,Spotify,Technology
1021.0,Guangming Wu,$2.9 B,60.0,China,medical equipment,Healthcare
1022.0,Bui Thanh Nhon,$2.9 B,64.0,Vietnam,real estate,Real Estate
1023.0,"Drayton McLane, Jr.",$2.9 B,85.0,United States,"Walmart, logistics",Fashion & Retail
1024.0,Kai Wu,$2.9 B,54.0,China,batteries,Energy
1025.0,Garrett Camp,$2.8 B,43.0,Canada,Uber,Technology
1026.0,James Jannard,$2.8 B,72.0,United States,sunglasses,Fashion & Retail
1027.0,Philip Niarchos,$2.8 B,68.0,Greece,art collection,Diversified
1028.0,Andrew Tan,$2.8 B,70.0,Philippines,diversified,Diversified
1029.0,Cao Ji,$2.8 B,70.0,China,manufacturing,Manufacturing
1030.0,Travis Kalanick,$2.8 B,45.0,United States,Uber,Technology
1031.0,Pan Dong,$2.8 B,57.0,Canada,consumer goods,Fashion & Retail
1032.0,Kenneth Tuchman,$2.8 B,62.0,United States,call centers,Service
1033.0,Hua Chen,$2.8 B,56.0,China,real estate,Real Estate
1034.0,Diane Kemper,$2.8 B,76.0,United States,real estate,Real Estate
1035.0,Sean Parker,$2.8 B,42.0,United States,Facebook,Technology
1036.0,Tung Chee Hwa,$2.8 B,84.0,Hong Kong,shipping,Logistics
1037.0,John Paul DeJoria,$2.8 B,77.0,United States,"hair products, tequila",Fashion & Retail
1038.0,George Kurtz,$2.8 B,51.0,United States,security software,Technology
1039.0,Richard Peery,$2.8 B,83.0,United States,real estate,Real Estate
1040.0,Bulat Utemuratov,$2.8 B,64.0,Kazakhstan,"mining, banking, hotels",Metals & Mining
1041.0,Beda Diethelm,$2.8 B,81.0,Switzerland,hearing aids,Healthcare
1042.0,Kwek Leng Beng,$2.8 B,81.0,Singapore,diversified,Diversified
1043.0,Gregorio Perez Companc & family,$2.8 B,86.0,Argentina,oil & gas,Energy
1044.0,Anna Katharina Viessmann,$2.8 B,,Germany,heating and cooling equipment,Manufacturing
1045.0,Jose Joao Abdalla Filho,$2.8 B,76.0,Brazil,investments,Finance & Investments
1046.0,K. Dinesh,$2.8 B,67.0,India,software services,Technology
1047.0,Geoffrey Kwok,$2.8 B,36.0,Hong Kong,real estate,Real Estate
1048.0,Sebastian Piñera & family,$2.8 B,72.0,Chile,investments,Finance & Investments
1049.0,Xicheng Wang & family,$2.8 B,73.0,China,tires,Manufacturing
1050.0,Brian Acton,$2.8 B,50.0,United States,WhatsApp,Technology
1051.0,Dong Fan,$2.8 B,52.0,China,medical devices,Healthcare
1052.0,Lai Jianping,$2.8 B,,China,soy sauce,Food & Beverage
1053.0,Nicholas Pritzker,$2.8 B,78.0,United States,"hotels, investments",Finance & Investments
1054.0,Urs Wietlisbach,$2.8 B,60.0,Switzerland,private equity,Finance & Investments
1055.0,Bill Alfond,$2.8 B,73.0,United States,shoes,Fashion & Retail
1056.0,Bennett Dorrance,$2.8 B,76.0,United States,Campbell Soup,Food & Beverage
1057.0,Maritsa Lazari & family,$2.8 B,77.0,United Kingdom,real estate,Real Estate
1058.0,Jeff Rothschild,$2.8 B,67.0,United States,Facebook,Technology
1059.0,Wong Man Li,$2.8 B,57.0,Hong Kong,furniture,Manufacturing
1060.0,Susan Alfond,$2.8 B,76.0,United States,shoes,Fashion & Retail
1061.0,Marcel Erni,$2.8 B,57.0,Switzerland,private equity,Finance & Investments
1062.0,Alexis Lê-Quôc,$2.8 B,47.0,United States,cloud computing,Technology
1063.0,Steven Sarowitz,$2.8 B,56.0,United States,payroll software,Technology
1064.0,Xie Weitong,$2.8 B,65.0,Taiwan,cobalt,Metals & Mining
1065.0,Ted Alfond,$2.8 B,77.0,United States,shoes,Fashion & Retail
1066.0,Abhay Firodia,$2.8 B,77.0,India,automobiles,Automotive
1067.0,Angela Leong,$2.8 B,61.0,Hong Kong,casinos,Real Estate
1068.0,Isabella Seràgnoli,$2.8 B,76.0,Italy,packaging,Manufacturing
1069.0,Xu Chuanhua & family,$2.8 B,87.0,China,"chemicals, logistics",Manufacturing
1070.0,Felix Baker,$2.8 B,53.0,United States,biotech investing,Finance & Investments
1071.0,Alfred Gantner,$2.8 B,54.0,Switzerland,private equity,Finance & Investments
1072.0,Lin Chen-hai,$2.8 B,75.0,Taiwan,real estate,Real Estate
1073.0,Stephen Smith,$2.8 B,70.0,Canada,finance and investments,Finance & Investments
1074.0,Ye Xiaoping,$2.8 B,59.0,China,pharmaceuticals,Healthcare
1075.0,Julian Baker,$2.8 B,55.0,United States,investing,Finance & Investments
1076.0,Allan Goldman,$2.8 B,79.0,United States,real estate,Real Estate
1077.0,Sergio Mantegazza,$2.8 B,94.0,Switzerland,travel,Service
1078.0,William Stone,$2.8 B,66.0,United States,software,Technology
1079.0,Weiguo Zhao,$2.8 B,55.0,China,IT products,Technology
1080.0,Maurizio Billi,$2.8 B,64.0,Brazil,generic drugs,Healthcare
1081.0,J. Tomilson Hill,$2.8 B,73.0,United States,investments,Finance & Investments
1082.0,Tom Morris,$2.8 B,67.0,United Kingdom,retail,Fashion & Retail
1083.0,Sun Shoukuan,$2.8 B,72.0,China,"metals, coal",Manufacturing
1084.0,Otto Philipp Braun,$2.8 B,44.0,Germany,medical technology,Healthcare
1085.0,Hong Jie,$2.8 B,54.0,China,paint,Manufacturing
1086.0,Eugene Murtagh,$2.8 B,79.0,Ireland,building materials,Manufacturing
1087.0,"Henry Sy, Jr.",$2.8 B,69.0,Philippines,diversified,Diversified
1088.0,Yvonne Bauer,$2.7 B,45.0,Germany,"magazines, media",Media & Entertainment
1089.0,Carlos Hank Rhon,$2.7 B,74.0,Mexico,banking,Diversified
1090.0,Giuliana Benetton,$2.7 B,84.0,Italy,"fashion retail, investments",Fashion & Retail
1091.0,Vivek Jain,$2.7 B,66.0,India,chemicals,Manufacturing
1092.0,Luciano Benetton,$2.7 B,86.0,Italy,"fashion retail, investments",Fashion & Retail
1093.0,Brad Kelley,$2.7 B,65.0,United States,tobacco,Real Estate
1094.0,Aneel Bhusri,$2.7 B,56.0,United States,business software,Technology
1095.0,Alicia Koplowitz,$2.7 B,68.0,Spain,"construction, investments",Finance & Investments
1096.0,George Bishop,$2.7 B,84.0,United States,oil & gas,Energy
1097.0,Li Li,$2.7 B,56.0,China,healthcare,Healthcare
1098.0,Vivek Chand Burman,$2.7 B,84.0,India,consumer goods,Food & Beverage
1099.0,C. Dean Metropoulos,$2.7 B,75.0,United States,investments,Food & Beverage
1100.0,Morris Chang,$2.7 B,90.0,Taiwan,semiconductors,Technology
1101.0,Dan Olsson,$2.7 B,75.0,Sweden,diversified,Diversified
1102.0,Jinxia Chen,$2.7 B,54.0,China,investments,Finance & Investments
1103.0,Tor Peterson,$2.7 B,57.0,United States,commodities,Metals & Mining
1104.0,Cho Jung-ho,$2.7 B,63.0,South Korea,finance,Finance & Investments
1105.0,John Pritzker,$2.7 B,68.0,United States,"hotels, investments",Finance & Investments
1106.0,Jack Cockwell,$2.7 B,81.0,Canada,"real estate, private equity",Finance & Investments
1107.0,Hussain Sajwani,$2.7 B,69.0,United Arab Emirates,real estate,Real Estate
1108.0,"Edward DeBartolo, Jr.",$2.7 B,75.0,United States,shopping centers,Real Estate
1109.0,Tseng Cheng,$2.7 B,60.0,Taiwan,petrochemicals,Manufacturing
1110.0,Abilio dos Santos Diniz,$2.7 B,85.0,Brazil,retail,Fashion & Retail
1111.0,Jerry Yang,$2.7 B,53.0,United States,Yahoo,Technology
1112.0,Bill Austin,$2.7 B,80.0,United States,hearing aids,Manufacturing
1113.0,Hailiang Feng,$2.7 B,61.0,China,"copper, education",Metals & Mining
1114.0,Yu Qibing & family,$2.7 B,56.0,China,glass,Manufacturing
1115.0,Pavel Baudis,$2.7 B,61.0,Czechia,software,Technology
1116.0,Xingjiang Gao,$2.7 B,58.0,China,steel,Manufacturing
1117.0,Zhang Xuezheng,$2.7 B,46.0,China,telecom,Technology
1118.0,Abdulla bin Ahmad Al Ghurair & family,$2.6 B,,United Arab Emirates,diversified,Diversified
1119.0,Norman Braman,$2.6 B,89.0,United States,"art, car dealerships",Automotive
1120.0,Raj Kumar & Kishin RK,$2.6 B,67.0,Singapore,real estate,Real Estate
1121.0,Hans Sy,$2.6 B,66.0,Philippines,diversified,Diversified
1122.0,Isak Andic & family,$2.6 B,68.0,Spain,fashion retail,Fashion & Retail
1123.0,J. Hyatt Brown,$2.6 B,84.0,United States,insurance,Finance & Investments
1124.0,Li Hongxin & family,$2.6 B,69.0,China,paper & related products,Manufacturing
1125.0,Herbert Sy,$2.6 B,65.0,Philippines,diversified,Diversified
1126.0,Harindarpal Banga,$2.6 B,71.0,India,commodities,Finance & Investments
1127.0,Chen Lip Keong,$2.6 B,74.0,Malaysia,"casinos, property, energy",Gambling & Casinos
1128.0,Liu Fangyi,$2.6 B,52.0,China,medical equipment,Healthcare
1129.0,Tahir & family,$2.6 B,70.0,Indonesia,diversified,Diversified
1130.0,Anne Beaufour,$2.6 B,58.0,France,pharmaceuticals,Healthcare
1131.0,Jim Coulter,$2.6 B,62.0,United States,private equity,Finance & Investments
1132.0,Lu Zhongfang,$2.6 B,79.0,China,education,Automotive
1133.0,Wang Linpeng,$2.6 B,53.0,China,furniture retailing,Construction & Engineering
1134.0,Henri Beaufour,$2.6 B,56.0,France,pharmaceuticals,Healthcare
1135.0,Federico De Nora,$2.6 B,54.0,Italy,electrodes,Manufacturing
1136.0,Nirmal Minda,$2.6 B,64.0,India,auto parts,Automotive
1137.0,David Wertheim,$2.6 B,64.0,Israel,Coca Cola Israel,Food & Beverage
1138.0,Dong Wei,$2.6 B,51.0,China,pharmaceuticals,Healthcare
1139.0,Farhad Moshiri,$2.6 B,66.0,United Kingdom,diversified,Diversified
1140.0,Oprah Winfrey,$2.6 B,68.0,United States,TV shows,Media & Entertainment
1141.0,Sandeep Engineer,$2.6 B,60.0,India,plastic pipes,Manufacturing
1142.0,Hans Georg Naeder,$2.6 B,60.0,Germany,prosthetics,Manufacturing
1143.0,Xingming Zhu,$2.6 B,55.0,China,electrical equipment,Manufacturing
1144.0,Alceu Elias Feldmann,$2.6 B,72.0,Brazil,fertilizer,Energy
1145.0,Eren Ozmen,$2.6 B,63.0,United States,aerospace,Manufacturing
1146.0,"Frank Fertitta, III.",$2.6 B,60.0,United States,"casinos, mixed martial arts",Sports
1147.0,Ronald Perelman,$2.6 B,79.0,United States,leveraged buyouts,Finance & Investments
1148.0,Lorenzo Fertitta,$2.6 B,53.0,United States,"casinos, mixed martial arts",Sports
1149.0,Ravi Pillai,$2.6 B,68.0,India,construction,Construction & Engineering
1150.0,Doris Fisher,$2.6 B,90.0,United States,Gap,Fashion & Retail
1151.0,Daniel Pritzker,$2.6 B,62.0,United States,"hotels, investments",Finance & Investments
1152.0,Alec Gores,$2.6 B,69.0,United States,private equity,Finance & Investments
1153.0,Matthias Reinhart,$2.6 B,62.0,Switzerland,financial services,Finance & Investments
1154.0,Igor Kesaev,$2.6 B,55.0,Russia,"tobacco distribution, retail",Fashion & Retail
1155.0,Vivek Chaand Sehgal,$2.6 B,65.0,Australia,auto parts,Automotive
1156.0,Sanjeev Bikhchandani,$2.6 B,58.0,India,Internet,Technology
1157.0,Kavitark Ram Shriram,$2.6 B,65.0,United States,"venture capital, Google",Technology
1158.0,Chuchat Petaumpai & Daonapa Petampai,$2.5 B,69.0,Thailand,motorcycle loans,Finance & Investments
1159.0,Stephen Lansdown,$2.5 B,69.0,Guernsey,financial services,Finance & Investments
1160.0,Yongpei Ni & family,$2.5 B,70.0,China,beverages,Food & Beverage
1161.0,Hongyi Zhou,$2.5 B,51.0,China,security software,Technology
1162.0,Leon G. Cooperman,$2.5 B,78.0,United States,hedge funds,Finance & Investments
1163.0,Mark Leonard & family,$2.5 B,65.0,Canada,software,Technology
1164.0,Fatih Ozmen,$2.5 B,64.0,United States,aerospace,Manufacturing
1165.0,Smita Crishna-Godrej,$2.5 B,71.0,India,consumer goods,Diversified
1166.0,William Li,$2.5 B,47.0,China,electric vehicles,Automotive
1167.0,Qiu Minxiu,$2.5 B,76.0,China,semiconductors,Technology
1168.0,Jacques D'Amours,$2.5 B,65.0,Canada,convenience stores,Fashion & Retail
1169.0,K.C. Liu,$2.5 B,68.0,Taiwan,manufacturing,Technology
1170.0,Stewart Rahr,$2.5 B,76.0,United States,drug distribution,Healthcare
1171.0,Maria Del Pino,$2.5 B,66.0,Spain,construction,Construction & Engineering
1172.0,Liu Xiaodong,$2.5 B,54.0,China,flavorings,Manufacturing
1173.0,Prathap Reddy,$2.5 B,90.0,India,healthcare,Healthcare
1174.0,Yoichi & Keiko Erikawa,$2.5 B,,Japan,videogames,Media & Entertainment
1175.0,Aloke Lohia,$2.5 B,63.0,India,petrochemicals,Manufacturing
1176.0,Chad Richison,$2.5 B,51.0,United States,payroll processing,Technology
1177.0,Gerald Ford,$2.5 B,77.0,United States,banking,Finance & Investments
1178.0,Mohamed Mansour,$2.5 B,74.0,Egypt,diversified,Diversified
1179.0,Karin Sartorius-Herbst,$2.5 B,,Germany,biopharmaceuticals,Healthcare
1180.0,Abdulla Al Futtaim & family,$2.5 B,,United Arab Emirates,"auto dealers, investments",Automotive
1181.0,Adi Godrej,$2.5 B,80.0,India,consumer goods,Diversified
1182.0,Kishore Mariwala,$2.5 B,87.0,India,consumer goods,Food & Beverage
1183.0,Christiane Schoeller,$2.5 B,,Germany,publishing,Media & Entertainment
1184.0,Suhail Bahwan,$2.5 B,83.0,Oman,diversified,Diversified
1185.0,Jamshyd Godrej,$2.5 B,73.0,India,diversified,Diversified
1186.0,Jed McCaleb,$2.5 B,47.0,United States,cryptocurrency,Finance & Investments
1187.0,Suh Kyung-bae,$2.5 B,59.0,South Korea,cosmetics,Fashion & Retail
1188.0,Ulrike Baro,$2.5 B,,Germany,biopharmaceuticals,Healthcare
1189.0,Nadir Godrej,$2.5 B,71.0,India,consumer goods,Diversified
1190.0,Enhua Mi,$2.5 B,64.0,China,retail,Fashion & Retail
1191.0,Glen Taylor,$2.5 B,80.0,United States,printing,Service
1192.0,David Baszucki,$2.5 B,59.0,United States,online games,Media & Entertainment
1193.0,Sanjiv Goenka,$2.5 B,61.0,India,diversified,Diversified
1194.0,Willy Michel,$2.5 B,75.0,Switzerland,medical devices,Healthcare
1195.0,Nadia Thiele,$2.5 B,46.0,Germany,investments,Finance & Investments
1196.0,Thor Bjorgolfsson,$2.5 B,55.0,Iceland,investments,Diversified
1197.0,Stein Erik Hagen,$2.5 B,65.0,Norway,consumer goods,Fashion & Retail
1198.0,Lachhman Das Mittal,$2.5 B,91.0,India,tractors,Automotive
1199.0,Wang Minwen,$2.5 B,58.0,China,semiconductor,Technology
1200.0,Chen Qiongxiang,$2.5 B,,China,batteries,Energy
1201.0,Hu Yangzhong,$2.5 B,57.0,China,technology,Technology
1202.0,Charles Munger,$2.5 B,98.0,United States,Berkshire Hathaway,Finance & Investments
1203.0,Zhang Ning & family,$2.5 B,48.0,Canada,chemicals,Manufacturing
1204.0,Chen Tei-fu,$2.5 B,73.0,Taiwan,herbal products,Fashion & Retail
1205.0,Baba Kalyani,$2.5 B,73.0,India,engineering,Construction & Engineering
1206.0,Rishad Naoroji,$2.5 B,70.0,India,consumer goods,Diversified
1207.0,Zhao Tao,$2.5 B,56.0,Singapore,pharmaceuticals,Healthcare
1208.0,Bernard Fraisse & family,$2.4 B,65.0,France,pharmaceuticals,Healthcare
1209.0,Ferit Faik Sahenk,$2.4 B,58.0,Turkey,diversified,Diversified
1210.0,Peter Unger,$2.4 B,77.0,Germany,auto repair,Automotive
1211.0,Rajendra Agarwal,$2.4 B,63.0,India,pharmaceuticals,Healthcare
1212.0,William Franke,$2.4 B,84.0,United States,low-cost airlines,Diversified
1213.0,Hilton Schlosberg,$2.4 B,69.0,United Kingdom,energy drinks,Food & Beverage
1214.0,Nikil Viswanathan,$2.4 B,34.0,United States,blockchain technology,Technology
1215.0,George Argyros & family,$2.4 B,85.0,United States,"real estate, investments",Real Estate
1216.0,Caroline Hagen Kjos,$2.4 B,38.0,Norway,conglomerate,Diversified
1217.0,Alberto Siccardi & family,$2.4 B,77.0,Switzerland,medical devices,Healthcare
1218.0,Anthony Wood,$2.4 B,56.0,United States,Roku,Technology
1219.0,Edward Bass,$2.4 B,76.0,United States,"oil, investments",Energy
1220.0,Lam Kong,$2.4 B,57.0,China,pharmaceuticals,Healthcare
1221.0,Salil Singhal,$2.4 B,74.0,India,agrochemicals,Manufacturing
1222.0,Zhang Hongwei,$2.4 B,67.0,China,"oil, banking",Diversified
1223.0,Banwari Lal Bawri,$2.4 B,69.0,India,pharmaceuticals,Healthcare
1224.0,Hans Langer,$2.4 B,70.0,Germany,3D printing,Manufacturing
1225.0,Lucy Stitzer,$2.4 B,62.0,United States,Cargill,Food & Beverage
1226.0,Zhang Li,$2.4 B,69.0,China,real estate,Real Estate
1227.0,Girdhari Lal Bawri,$2.4 B,74.0,India,pharmaceuticals,Healthcare
1228.0,Joe Lau,$2.4 B,32.0,United States,"blockchain, technology",Technology
1229.0,Otto Toto Sugiri,$2.4 B,68.0,Indonesia,data centers,Technology
1230.0,Chao Teng-hsiung,$2.4 B,77.0,Taiwan,real estate,Real Estate
1231.0,Kevin David Lehmann,$2.4 B,19.0,Germany,drugstores,Fashion & Retail
1232.0,Harley Sy,$2.4 B,62.0,Philippines,diversified,Diversified
1233.0,Zhisong Chen,$2.4 B,56.0,China,communication equipment,Technology
1234.0,Liang Qin & family,$2.4 B,50.0,China,semiconductor devices,Technology
1235.0,Teresita Sy-Coson,$2.4 B,71.0,Philippines,diversified,Diversified
1236.0,Chey Tae-won,$2.4 B,61.0,South Korea,"oil, semiconductor",Telecom
1237.0,Peter Lim,$2.4 B,68.0,Singapore,investments,Finance & Investments
1238.0,Katsumi Tada,$2.4 B,76.0,Japan,real estate,Real Estate
1239.0,Choo Chong Ngen,$2.4 B,68.0,Singapore,hotels,Real Estate
1240.0,Sarah MacMillan,$2.4 B,68.0,United States,Cargill,Food & Beverage
1241.0,Tang Yiu,$2.4 B,88.0,Hong Kong,fashion retail,Fashion & Retail
1242.0,John Coates,$2.4 B,52.0,United Kingdom,online gambling,Gambling & Casinos
1243.0,Kalanithi Maran,$2.4 B,56.0,India,media,Media & Entertainment
1244.0,Jeff Tangney,$2.4 B,49.0,United States,healthcare IT,Healthcare
1245.0,Alexandra Daitch,$2.4 B,59.0,United States,Cargill,Food & Beverage
